date,amount,account_id,transaction_type,branch_code,description,counterparty_id
2025-11-16 09:05,9400.0,SA-9001,تحويل داخلي,BRH-003,تحويل عميل - دفعة متعددة,SA-7010
2025-11-16 10:30,9600.0,SA-9001,تحويل داخلي,BRH-003,تحويل عميل - دفعة متعددة,SA-7010
2025-11-16 11:17,2161.73,SA-1047,إيداع نقدي,BRH-009,إيداع نقدي فرع,CASH-DESK
2025-11-16 11:55,9800.0,SA-9001,تحويل داخلي,BRH-003,تحويل عميل - دفعة متعددة,SA-7010
2025-11-16 14:15,9050.0,SA-9001,تحويل داخلي,BRH-003,تحويل عميل - دفعة متعددة,SA-7010
2025-11-16 15:00,108710.04,SA-1010,تحويل داخلي,BRH-008,تحويل راتب,SA-2035
2025-11-16 15:59,43240.51,SA-1001,نظام سريع - SARIE,BRH-006,تسوية فورية,SA-3136
2025-11-16 18:36,619.6,SA-1003,تحويل داخلي,BRH-001,تحويل راتب,SA-2064
2025-11-17 09:45,4167.83,SA-1004,سحب نقدي,BRH-010,سحب عداد,ATM-NETWORK
2025-11-17 10:09,242522.68,SA-1043,نظام سريع - SARIE,BRH-001,دفع عبر سريع,SA-3032
2025-11-18 18:38,43204.03,SA-1017,POS نقاط بيع,BRH-005,دفع إلكتروني,MER-1042
2025-11-18 19:17,2465.0,SA-1006,نظام سريع - SARIE,BRH-008,دفع عبر سريع,SA-3121
2025-11-19 09:33,19049.64,SA-1048,نظام سريع - SARIE,BRH-010,دفع عبر سريع,SA-3140
2025-11-19 09:51,2108.16,SA-1032,سحب نقدي,BRH-001,سحب عداد,ATM-NETWORK
2025-11-19 10:15,39170.35,SA-1047,حوالة دولية,BRH-006,تحويل دولي,EXT-BANK-10
2025-11-19 11:38,1455.25,SA-1015,إيداع نقدي,BRH-009,إيداع نقدي فرع,CASH-DESK
2025-11-19 11:59,4334.65,SA-1041,حوالة دولية,BRH-002,تحويل عائلي,EXT-BANK-16
2025-11-19 12:52,3168.3,SA-1009,تحويل داخلي,BRH-008,تحويل راتب,SA-2270
2025-11-19 14:09,9871.22,SA-1025,إيداع نقدي,BRH-004,إيداع نقدي فرع,CASH-DESK
2025-11-19 16:51,4802.21,SA-1021,POS نقاط بيع,BRH-005,دفع إلكتروني,MER-1055
2025-11-19 17:44,1194.9,SA-1014,تحويل داخلي,BRH-003,تحويل عميل,SA-2216
2025-11-19 18:21,1916.37,SA-1010,POS نقاط بيع,BRH-010,دفع إلكتروني,MER-1013
2025-11-20 09:08,1465.43,SA-1004,إيداع نقدي,BRH-002,إيداع نقدي فرع,CASH-DESK
2025-11-20 11:33,1266.54,SA-1028,حوالة دولية,BRH-002,تحويل دولي,EXT-BANK-34
2025-11-20 13:54,46758.68,SA-1012,تحويل داخلي,BRH-010,تحويل راتب,SA-2102
2025-11-20 14:55,3845.57,SA-1018,POS نقاط بيع,BRH-009,دفع إلكتروني,MER-1045
2025-11-20 15:09,520.78,SA-1017,إيداع نقدي,BRH-010,إيداع نقدي فرع,CASH-DESK
2025-11-20 19:33,2595.91,SA-1020,تحويل داخلي,BRH-007,تحويل عميل,SA-2159
2025-11-21 09:25,18844.95,SA-1030,POS نقاط بيع,BRH-002,دفع إلكتروني,MER-1025
2025-11-21 10:33,15730.99,SA-1003,تحويل داخلي,BRH-005,تحويل عميل,SA-2191
2025-11-21 17:23,20572.87,SA-1021,حوالة دولية,BRH-010,دفع مورد خارجي,EXT-BANK-28
2025-11-21 19:07,2786.87,SA-1012,حوالة دولية,BRH-004,دفع مورد خارجي,EXT-BANK-33
2025-11-22 08:25,3991.06,SA-1007,إيداع نقدي,BRH-003,إيداع نقدي فرع,CASH-DESK
2025-11-22 10:11,4081.05,SA-1016,POS نقاط بيع,BRH-001,شراء بنقطة بيع,MER-1028
2025-11-22 10:57,2917.48,SA-1031,تحويل داخلي,BRH-010,سداد مديونية,SA-2061
2025-11-22 14:16,223464.83,SA-1011,POS نقاط بيع,BRH-004,دفع إلكتروني,MER-1015
2025-11-22 17:06,4769.79,SA-1042,سحب نقدي,BRH-010,سحب عداد,ATM-NETWORK
2025-11-23 13:34,1914.57,SA-1009,سحب نقدي,BRH-009,سحب من الصراف الآلي,ATM-NETWORK
2025-11-23 14:10,2607.04,SA-1015,تحويل داخلي,BRH-003,تحويل راتب,SA-2115
2025-11-23 17:26,39949.18,SA-1002,سحب نقدي,BRH-008,سحب عداد,ATM-NETWORK
2025-11-23 18:26,14095.14,SA-1049,تحويل داخلي,BRH-007,سداد مديونية,SA-2032
2025-11-24 13:48,267263.45,SA-1017,تحويل داخلي,BRH-007,تحويل عميل,SA-2173
2025-11-24 18:55,2439.84,SA-1009,تحويل داخلي,BRH-005,تحويل راتب,SA-2010
2025-11-25 09:26,1887.5,SA-1029,حوالة دولية,BRH-003,دفع مورد خارجي,EXT-BANK-37
2025-11-25 11:48,32468.18,SA-1041,تحويل داخلي,BRH-001,تحويل عميل,SA-2283
2025-11-25 13:55,1090.2,SA-1044,سحب نقدي,BRH-003,سحب من الصراف الآلي,ATM-NETWORK
2025-11-26 14:20,174499.57,SA-1042,تحويل داخلي,BRH-009,تحويل راتب,SA-2117
2025-11-26 15:31,658.29,SA-1005,حوالة دولية,BRH-007,تحويل دولي,EXT-BANK-37
2025-11-26 18:03,2288.86,SA-1048,تحويل داخلي,BRH-004,تحويل راتب,SA-2112
2025-11-26 19:00,848.46,SA-1012,POS نقاط بيع,BRH-009,دفع إلكتروني,MER-1000
2025-11-26 19:47,2642.41,SA-1036,POS نقاط بيع,BRH-006,دفع إلكتروني,MER-1004
2025-11-27 08:40,2261.71,SA-1043,تحويل داخلي,BRH-004,تحويل عميل,SA-2030
2025-11-27 09:13,2234.16,SA-1047,POS نقاط بيع,BRH-009,دفع إلكتروني,MER-1014
2025-11-27 11:15,173209.45,SA-1031,سحب نقدي,BRH-001,سحب من الصراف الآلي,ATM-NETWORK
2025-11-27 11:52,2587.23,SA-1010,تحويل داخلي,BRH-006,تحويل راتب,SA-2034
2025-11-27 17:50,619.4,SA-1016,تحويل داخلي,BRH-003,تحويل عميل,SA-2016
2025-11-27 18:14,1163.42,SA-1016,نظام سريع - SARIE,BRH-006,تسوية فورية,SA-3084
2025-11-28 08:36,2519.28,SA-1028,سحب نقدي,BRH-010,سحب من الصراف الآلي,ATM-NETWORK
2025-11-28 10:42,24928.32,SA-1050,إيداع نقدي,BRH-007,إيداع نقدي فرع,CASH-DESK
2025-11-28 17:45,2266.18,SA-1043,سحب نقدي,BRH-010,سحب عداد,ATM-NETWORK
2025-11-29 09:02,38036.59,SA-1045,حوالة دولية,BRH-009,تحويل دولي,EXT-BANK-04
2025-11-29 09:16,210579.35,SA-1035,تحويل داخلي,BRH-010,تحويل راتب,SA-2263
2025-11-29 09:46,2203.67,SA-1030,سحب نقدي,BRH-005,سحب من الصراف الآلي,ATM-NETWORK
2025-11-29 10:13,38188.18,SA-1028,POS نقاط بيع,BRH-009,دفع إلكتروني,MER-1015
2025-11-29 14:08,2127.2,SA-1021,حوالة دولية,BRH-009,تحويل عائلي,EXT-BANK-17
2025-11-29 15:15,2064.53,SA-1046,إيداع نقدي,BRH-003,إيداع ماكينة,CASH-DESK
2025-11-29 15:39,1191.21,SA-1008,سحب نقدي,BRH-007,سحب من الصراف الآلي,ATM-NETWORK
2025-11-29 16:10,3039.77,SA-1004,POS نقاط بيع,BRH-006,دفع إلكتروني,MER-1042
2025-11-29 18:35,3606.81,SA-1006,تحويل داخلي,BRH-010,تحويل راتب,SA-2248
2025-11-30 08:55,3481.38,SA-1040,تحويل داخلي,BRH-005,تحويل راتب,SA-2109
2025-11-30 09:00,18500.0,SA-9002,حوالة دولية,BRH-007,تحويل دولي سريع,EXT-INTL-01
2025-11-30 09:01,4165.13,SA-1001,إيداع نقدي,BRH-005,إيداع ماكينة,CASH-DESK
2025-11-30 09:12,22300.0,SA-9002,حوالة دولية,BRH-007,تحويل دولي سريع,EXT-INTL-02
2025-11-30 09:25,17800.0,SA-9002,حوالة دولية,BRH-007,تحويل دولي سريع,EXT-INTL-03
2025-11-30 09:38,24100.0,SA-9002,حوالة دولية,BRH-007,تحويل دولي سريع,EXT-INTL-04
2025-11-30 09:51,19600.0,SA-9002,حوالة دولية,BRH-007,تحويل دولي سريع,EXT-INTL-05
2025-11-30 10:04,21400.0,SA-9002,حوالة دولية,BRH-007,تحويل دولي سريع,EXT-INTL-06
2025-11-30 10:17,23200.0,SA-9002,حوالة دولية,BRH-007,تحويل دولي سريع,EXT-INTL-07
2025-11-30 10:30,16900.0,SA-9002,حوالة دولية,BRH-007,تحويل دولي سريع,EXT-INTL-08
2025-11-30 12:58,4715.01,SA-1033,تحويل داخلي,BRH-001,تحويل راتب,SA-2276
2025-11-30 13:30,1378.06,SA-1038,تحويل داخلي,BRH-001,تحويل عميل,SA-2067
2025-11-30 14:12,16085.85,SA-1008,تحويل داخلي,BRH-007,تحويل عميل,SA-2292
2025-11-30 19:20,4903.85,SA-1013,POS نقاط بيع,BRH-004,شراء بنقطة بيع,MER-1036
2025-12-01 11:36,4697.51,SA-1029,نظام سريع - SARIE,BRH-002,دفع عبر سريع,SA-3121
2025-12-01 14:31,1424.26,SA-1039,حوالة دولية,BRH-005,تحويل دولي,EXT-BANK-15
2025-12-01 16:49,1957.72,SA-1010,إيداع نقدي,BRH-003,إيداع نقدي فرع,CASH-DESK
2025-12-01 16:52,3354.05,SA-1025,سحب نقدي,BRH-003,سحب من الصراف الآلي,ATM-NETWORK
2025-12-01 17:57,1431.43,SA-1013,حوالة دولية,BRH-004,دفع مورد خارجي,EXT-BANK-30
2025-12-02 08:45,4762.94,SA-1002,إيداع نقدي,BRH-007,إيداع ماكينة,CASH-DESK
2025-12-02 11:38,1365.35,SA-1009,POS نقاط بيع,BRH-006,دفع إلكتروني,MER-1051
2025-12-02 14:20,57748.7,SA-1044,نظام سريع - SARIE,BRH-008,تسوية فورية,SA-3104
2025-12-02 14:54,4268.64,SA-1029,تحويل داخلي,BRH-001,سداد مديونية,SA-2097
2025-12-02 18:50,3284.22,SA-1034,سحب نقدي,BRH-006,سحب عداد,ATM-NETWORK
2025-12-03 08:11,1468.3,SA-1010,نظام سريع - SARIE,BRH-009,تسوية فورية,SA-3024
2025-12-03 12:18,1247.28,SA-1024,حوالة دولية,BRH-010,دفع مورد خارجي,EXT-BANK-06
2025-12-03 14:44,26426.02,SA-1007,حوالة دولية,BRH-007,تحويل عائلي,EXT-BANK-27
2025-12-03 15:23,4235.09,SA-1008,إيداع نقدي,BRH-010,إيداع نقدي فرع,CASH-DESK
2025-12-04 08:11,2307.48,SA-1010,تحويل داخلي,BRH-009,تحويل عميل,SA-2181
2025-12-04 09:00,4289.7,SA-1047,تحويل داخلي,BRH-005,تحويل راتب,SA-2216
2025-12-04 12:29,2287.55,SA-1025,نظام سريع - SARIE,BRH-006,تسوية فورية,SA-3105
2025-12-04 13:32,30737.78,SA-1023,POS نقاط بيع,BRH-004,دفع إلكتروني,MER-1029
2025-12-04 15:51,2577.77,SA-1003,حوالة دولية,BRH-006,تحويل دولي,EXT-BANK-03
2025-12-04 15:56,4228.46,SA-1024,حوالة دولية,BRH-007,تحويل دولي,EXT-BANK-06
2025-12-04 16:18,7922.61,SA-1043,POS نقاط بيع,BRH-001,شراء بنقطة بيع,MER-1003
2025-12-05 13:03,4154.55,SA-1028,إيداع نقدي,BRH-010,إيداع ماكينة,CASH-DESK
2025-12-05 16:22,2775.93,SA-1015,سحب نقدي,BRH-006,سحب عداد,ATM-NETWORK
2025-12-05 19:03,13682.38,SA-1006,إيداع نقدي,BRH-001,إيداع نقدي فرع,CASH-DESK
2025-12-05 19:14,2195.3,SA-1024,إيداع نقدي,BRH-002,إيداع نقدي فرع,CASH-DESK
2025-12-06 09:56,2296.38,SA-1036,POS نقاط بيع,BRH-006,دفع إلكتروني,MER-1025
2025-12-06 11:44,3247.18,SA-1008,حوالة دولية,BRH-003,تحويل دولي,EXT-BANK-21
2025-12-06 12:17,673.9,SA-1044,إيداع نقدي,BRH-009,إيداع ماكينة,CASH-DESK
2025-12-06 14:50,3048.89,SA-1049,حوالة دولية,BRH-005,تحويل عائلي,EXT-BANK-06
2025-12-06 17:31,19438.25,SA-1033,تحويل داخلي,BRH-010,سداد مديونية,SA-2127
2025-12-06 17:40,4061.53,SA-1041,إيداع نقدي,BRH-003,إيداع نقدي فرع,CASH-DESK
2025-12-07 09:15,22332.55,SA-1005,نظام سريع - SARIE,BRH-010,دفع عبر سريع,SA-3049
2025-12-07 13:47,4683.5,SA-1041,سحب نقدي,BRH-004,سحب من الصراف الآلي,ATM-NETWORK
2025-12-07 16:32,42919.46,SA-1014,إيداع نقدي,BRH-006,إيداع نقدي فرع,CASH-DESK
2025-12-07 18:51,3883.01,SA-1049,تحويل داخلي,BRH-008,تحويل عميل,SA-2097
2025-12-07 19:05,2574.19,SA-1009,POS نقاط بيع,BRH-010,دفع إلكتروني,MER-1034
2025-12-08 08:26,1638.66,SA-1024,إيداع نقدي,BRH-007,إيداع ماكينة,CASH-DESK
2025-12-08 09:07,4256.18,SA-1010,نظام سريع - SARIE,BRH-007,دفع عبر سريع,SA-3114
2025-12-08 11:48,1292.62,SA-1036,تحويل داخلي,BRH-009,سداد مديونية,SA-2071
2025-12-08 13:26,34514.28,SA-1027,تحويل داخلي,BRH-002,تحويل راتب,SA-2216
2025-12-08 16:09,3561.88,SA-1009,تحويل داخلي,BRH-005,تحويل راتب,SA-2093
2025-12-08 17:13,2979.09,SA-1007,سحب نقدي,BRH-003,سحب من الصراف الآلي,ATM-NETWORK
2025-12-08 18:32,767.69,SA-1022,سحب نقدي,BRH-007,سحب عداد,ATM-NETWORK
2025-12-08 19:42,1426.19,SA-1018,سحب نقدي,BRH-003,سحب من الصراف الآلي,ATM-NETWORK
2025-12-09 08:23,284265.68,SA-1009,تحويل داخلي,BRH-003,تحويل راتب,SA-2142
2025-12-09 10:26,1369.44,SA-1046,سحب نقدي,BRH-004,سحب من الصراف الآلي,ATM-NETWORK
2025-12-09 13:02,2568.69,SA-1015,سحب نقدي,BRH-007,سحب عداد,ATM-NETWORK
2025-12-09 14:16,3507.49,SA-1050,إيداع نقدي,BRH-010,إيداع نقدي فرع,CASH-DESK
2025-12-09 14:23,177433.66,SA-1002,تحويل داخلي,BRH-005,تحويل عميل,SA-2236
2025-12-09 18:18,46282.8,SA-1038,تحويل داخلي,BRH-009,تحويل راتب,SA-2127
2025-12-10 09:48,1484.17,SA-1036,سحب نقدي,BRH-010,سحب من الصراف الآلي,ATM-NETWORK
2025-12-10 09:59,3527.84,SA-1050,تحويل داخلي,BRH-003,تحويل عميل,SA-2038
2025-12-10 09:59,1943.22,SA-1001,تحويل داخلي,BRH-010,سداد مديونية,SA-2226
2025-12-10 10:02,60793.81,SA-1004,POS نقاط بيع,BRH-009,شراء بنقطة بيع,MER-1051
2025-12-10 10:20,4620.85,SA-1013,تحويل داخلي,BRH-009,سداد مديونية,SA-2281
2025-12-10 11:30,2402.3,SA-1019,حوالة دولية,BRH-004,تحويل دولي,EXT-BANK-06
2025-12-10 13:08,3025.5,SA-1009,تحويل داخلي,BRH-006,تحويل عميل,SA-2025
2025-12-10 16:41,33731.04,SA-1004,تحويل داخلي,BRH-003,تحويل راتب,SA-2276
2025-12-10 18:26,2055.79,SA-1016,سحب نقدي,BRH-006,سحب عداد,ATM-NETWORK
2025-12-10 19:35,3697.4,SA-1046,تحويل داخلي,BRH-001,تحويل عميل,SA-2007
2025-12-11 08:03,2867.27,SA-1017,سحب نقدي,BRH-009,سحب عداد,ATM-NETWORK
2025-12-11 09:04,2994.8,SA-1019,نظام سريع - SARIE,BRH-007,تسوية فورية,SA-3023
2025-12-11 15:50,2502.57,SA-1035,إيداع نقدي,BRH-002,إيداع نقدي فرع,CASH-DESK
2025-12-11 16:37,80981.47,SA-1001,تحويل داخلي,BRH-007,تحويل عميل,SA-2121
2025-12-11 18:12,524.63,SA-1010,تحويل داخلي,BRH-003,تحويل عميل,SA-2085
2025-12-12 08:02,43056.47,SA-1014,نظام سريع - SARIE,BRH-009,تسوية فورية,SA-3104
2025-12-12 10:45,1458.84,SA-1024,حوالة دولية,BRH-002,دفع مورد خارجي,EXT-BANK-31
2025-12-12 10:51,3151.99,SA-1035,إيداع نقدي,BRH-009,إيداع ماكينة,CASH-DESK
2025-12-12 14:30,8208.7,SA-1039,تحويل داخلي,BRH-007,تحويل راتب,SA-2246
2025-12-12 15:18,1071.21,SA-1039,تحويل داخلي,BRH-005,تحويل راتب,SA-2109
2025-12-12 17:30,2688.26,SA-1026,نظام سريع - SARIE,BRH-009,تسوية فورية,SA-3102
2025-12-12 19:59,658.03,SA-1008,POS نقاط بيع,BRH-008,دفع إلكتروني,MER-1057
2025-12-13 13:02,24843.32,SA-1049,نظام سريع - SARIE,BRH-005,تسوية فورية,SA-3015
2025-12-13 16:29,1867.08,SA-1015,تحويل داخلي,BRH-003,تحويل راتب,SA-2084
2025-12-14 09:17,1513.3,SA-1024,POS نقاط بيع,BRH-006,شراء بنقطة بيع,MER-1024
2025-12-14 10:20,1435.99,SA-1050,نظام سريع - SARIE,BRH-008,تسوية فورية,SA-3000
2025-12-14 12:30,2529.71,SA-1003,تحويل داخلي,BRH-008,سداد مديونية,SA-2199
2025-12-14 12:48,2882.26,SA-1034,حوالة دولية,BRH-001,تحويل دولي,EXT-BANK-16
2025-12-14 13:24,2640.03,SA-1013,سحب نقدي,BRH-005,سحب عداد,ATM-NETWORK
2025-12-14 17:18,2213.3,SA-1037,POS نقاط بيع,BRH-007,شراء بنقطة بيع,MER-1059
2025-12-14 18:18,4506.19,SA-1029,نظام سريع - SARIE,BRH-002,تسوية فورية,SA-3116
2025-12-14 18:49,44962.64,SA-1027,حوالة دولية,BRH-005,تحويل دولي,EXT-BANK-18
2025-12-14 19:34,2848.63,SA-1012,إيداع نقدي,BRH-003,إيداع نقدي فرع,CASH-DESK
2025-12-15 08:00,95000.0,SA-9003,تحويل داخلي,BRH-001,تحويل بين حسابات,SA-9004
2025-12-15 08:45,94500.0,SA-9004,تحويل داخلي,BRH-001,تحويل بين حسابات,SA-9005
2025-12-15 09:30,94800.0,SA-9005,تحويل داخلي,BRH-001,تحويل بين حسابات,SA-9003
2025-12-15 10:15,95200.0,SA-9003,تحويل داخلي,BRH-001,تحويل بين حسابات,SA-9004
2025-12-15 10:24,2114.03,SA-1003,سحب نقدي,BRH-006,سحب من الصراف الآلي,ATM-NETWORK
2025-12-15 11:00,94600.0,SA-9004,تحويل داخلي,BRH-001,تحويل بين حسابات,SA-9005
2025-12-15 11:45,95100.0,SA-9005,تحويل داخلي,BRH-001,تحويل بين حسابات,SA-9003
2025-12-15 12:30,94900.0,SA-9003,تحويل داخلي,BRH-001,تحويل بين حسابات,SA-9004
2025-12-15 13:15,95300.0,SA-9004,تحويل داخلي,BRH-001,تحويل بين حسابات,SA-9005
2025-12-15 15:00,6476.45,SA-1037,نظام سريع - SARIE,BRH-003,دفع عبر سريع,SA-3108
2025-12-15 15:55,3207.01,SA-1005,سحب نقدي,BRH-005,سحب من الصراف الآلي,ATM-NETWORK
2025-12-16 13:04,4844.37,SA-1039,إيداع نقدي,BRH-002,إيداع نقدي فرع,CASH-DESK
2025-12-16 15:28,164594.07,SA-1010,سحب نقدي,BRH-010,سحب عداد,ATM-NETWORK
2025-12-16 17:31,254862.69,SA-1039,نظام سريع - SARIE,BRH-001,تسوية فورية,SA-3142
2025-12-16 19:51,3369.24,SA-1007,سحب نقدي,BRH-005,سحب عداد,ATM-NETWORK
2025-12-17 08:55,4873.12,SA-1038,تحويل داخلي,BRH-003,تحويل عميل,SA-2249
2025-12-17 08:57,4258.07,SA-1048,إيداع نقدي,BRH-009,إيداع نقدي فرع,CASH-DESK
2025-12-17 10:28,4451.66,SA-1008,حوالة دولية,BRH-009,تحويل دولي,EXT-BANK-09
2025-12-17 11:36,4890.18,SA-1020,POS نقاط بيع,BRH-009,شراء بنقطة بيع,MER-1012
2025-12-17 16:36,37482.63,SA-1034,POS نقاط بيع,BRH-002,دفع إلكتروني,MER-1018
2025-12-18 09:14,5200.0,SA-9010,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-18 10:41,6100.0,SA-9011,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-18 12:07,4400.0,SA-9012,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-18 13:59,54120.55,SA-1042,تحويل داخلي,BRH-002,تحويل عميل,SA-2111
2025-12-18 14:33,7200.0,SA-9013,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-18 16:22,5750.0,SA-9014,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-18 18:50,4600.0,SA-9015,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-19 09:55,5600.0,SA-9011,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-19 10:35,4525.3,SA-1033,POS نقاط بيع,BRH-004,شراء بنقطة بيع,MER-1003
2025-12-19 11:02,4800.0,SA-9010,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-19 13:20,6800.0,SA-9012,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-19 15:48,4950.0,SA-9013,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-19 15:51,6002.1,SA-1036,سحب نقدي,BRH-002,سحب من الصراف الآلي,ATM-NETWORK
2025-12-19 17:05,6300.0,SA-9014,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-19 19:31,7050.0,SA-9015,تحويل داخلي,BRH-005,تحويل أفراد,SA-9006
2025-12-19 21:40,31500.0,SA-9006,حوالة دولية,BRH-005,حوالة دولية عاجلة,EXT-GULF-77
2025-12-20 08:51,2474.7,SA-1017,إيداع نقدي,BRH-005,إيداع نقدي فرع,CASH-DESK
2025-12-20 10:20,32400.0,SA-9006,حوالة دولية,BRH-005,حوالة دولية عاجلة,EXT-GULF-77
2025-12-20 10:21,40450.68,SA-1035,POS نقاط بيع,BRH-008,دفع إلكتروني,MER-1037
2025-12-20 11:47,4199.96,SA-1036,تحويل داخلي,BRH-009,تحويل راتب,SA-2277
2025-12-20 13:14,34310.07,SA-1025,سحب نقدي,BRH-007,سحب من الصراف الآلي,ATM-NETWORK
2025-12-20 14:42,2441.84,SA-1037,تحويل داخلي,BRH-009,تحويل عميل,SA-2031
2025-12-20 17:20,25544.63,SA-1018,سحب نقدي,BRH-006,سحب عداد,ATM-NETWORK
2025-12-20 17:46,4068.52,SA-1002,سحب نقدي,BRH-009,سحب من الصراف الآلي,ATM-NETWORK
2025-12-21 08:23,22839.63,SA-1009,حوالة دولية,BRH-006,تحويل عائلي,EXT-BANK-20
2025-12-21 09:55,924.29,SA-1029,سحب نقدي,BRH-001,سحب عداد,ATM-NETWORK
2025-12-21 14:30,67284.99,SA-1008,تحويل داخلي,BRH-006,تحويل عميل,SA-2029
2025-12-21 17:33,93634.28,SA-1044,تحويل داخلي,BRH-005,تحويل عميل,SA-2025
2025-12-21 19:57,2976.08,SA-1003,تحويل داخلي,BRH-008,تحويل عميل,SA-2299
2025-12-22 11:40,1393.63,SA-1016,حوالة دولية,BRH-007,تحويل عائلي,EXT-BANK-30
2025-12-22 12:55,293017.54,SA-1036,نظام سريع - SARIE,BRH-006,تسوية فورية,SA-3128
2025-12-23 09:16,30358.55,SA-1034,سحب نقدي,BRH-003,سحب عداد,ATM-NETWORK
2025-12-23 09:28,4310.02,SA-1040,إيداع نقدي,BRH-006,إيداع نقدي فرع,CASH-DESK
2025-12-23 12:19,3861.84,SA-1047,POS نقاط بيع,BRH-003,شراء بنقطة بيع,MER-1058
2025-12-23 14:14,3784.17,SA-1040,حوالة دولية,BRH-009,تحويل عائلي,EXT-BANK-33
2025-12-23 15:52,13159.47,SA-1025,تحويل داخلي,BRH-003,تحويل راتب,SA-2080
2025-12-23 16:52,3280.05,SA-1004,تحويل داخلي,BRH-010,تحويل عميل,SA-2029
2025-12-23 19:28,4219.75,SA-1008,سحب نقدي,BRH-006,سحب من الصراف الآلي,ATM-NETWORK
2025-12-24 09:06,1363.65,SA-1037,إيداع نقدي,BRH-010,إيداع ماكينة,CASH-DESK
2025-12-24 09:40,145835.7,SA-1008,POS نقاط بيع,BRH-004,شراء بنقطة بيع,MER-1032
2025-12-24 10:20,74233.64,SA-1009,إيداع نقدي,BRH-004,إيداع نقدي فرع,CASH-DESK
2025-12-24 10:43,2724.42,SA-1008,سحب نقدي,BRH-008,سحب من الصراف الآلي,ATM-NETWORK
2025-12-24 14:24,1348.13,SA-1019,نظام سريع - SARIE,BRH-007,دفع عبر سريع,SA-3020
2025-12-24 14:29,2743.88,SA-1007,نظام سريع - SARIE,BRH-007,تسوية فورية,SA-3047
2025-12-24 17:57,22019.02,SA-1018,تحويل داخلي,BRH-006,سداد مديونية,SA-2035
2025-12-25 08:25,2333.13,SA-1017,سحب نقدي,BRH-010,سحب عداد,ATM-NETWORK
2025-12-25 13:57,2397.95,SA-1005,إيداع نقدي,BRH-006,إيداع نقدي فرع,CASH-DESK
2025-12-25 17:37,2652.82,SA-1041,تحويل داخلي,BRH-002,سداد مديونية,SA-2034
2025-12-26 09:19,2905.7,SA-1003,إيداع نقدي,BRH-003,إيداع نقدي فرع,CASH-DESK
2025-12-26 11:39,2932.15,SA-1010,تحويل داخلي,BRH-008,تحويل عميل,SA-2120
2025-12-26 13:39,2353.3,SA-1041,سحب نقدي,BRH-002,سحب من الصراف الآلي,ATM-NETWORK
2025-12-26 15:51,142392.9,SA-1008,إيداع نقدي,BRH-002,إيداع نقدي فرع,CASH-DESK
2025-12-26 16:47,1107.67,SA-1017,إيداع نقدي,BRH-010,إيداع نقدي فرع,CASH-DESK
2025-12-26 18:54,3686.71,SA-1041,POS نقاط بيع,BRH-006,دفع إلكتروني,MER-1025
2025-12-26 19:51,1606.44,SA-1028,POS نقاط بيع,BRH-005,شراء بنقطة بيع,MER-1007
2025-12-27 08:36,2123.65,SA-1017,تحويل داخلي,BRH-004,سداد مديونية,SA-2291
2025-12-27 12:24,3806.26,SA-1020,سحب نقدي,BRH-010,سحب عداد,ATM-NETWORK
2025-12-27 12:37,3557.87,SA-1015,تحويل داخلي,BRH-006,تحويل راتب,SA-2126
2025-12-27 13:18,1379.73,SA-1002,POS نقاط بيع,BRH-007,دفع إلكتروني,MER-1037
2025-12-27 13:45,3320.71,SA-1024,تحويل داخلي,BRH-004,تحويل راتب,SA-2020
2025-12-27 14:18,983.31,SA-1050,سحب نقدي,BRH-006,سحب من الصراف الآلي,ATM-NETWORK
2025-12-27 14:54,760.75,SA-1007,نظام سريع - SARIE,BRH-002,تسوية فورية,SA-3020
2025-12-27 16:18,121305.27,SA-1049,حوالة دولية,BRH-001,تحويل عائلي,EXT-BANK-26
2025-12-27 19:51,1200.91,SA-1031,تحويل داخلي,BRH-010,سداد مديونية,SA-2298
2025-12-28 15:30,265086.47,SA-1003,تحويل داخلي,BRH-009,سداد مديونية,SA-2289
2025-12-29 09:19,25107.75,SA-1016,إيداع نقدي,BRH-008,إيداع ماكينة,CASH-DESK
2025-12-29 10:40,1293.6,SA-1004,سحب نقدي,BRH-001,سحب عداد,ATM-NETWORK
2025-12-29 14:03,53099.3,SA-1022,إيداع نقدي,BRH-010,إيداع نقدي فرع,CASH-DESK
2025-12-29 15:15,35939.03,SA-1004,نظام سريع - SARIE,BRH-004,تسوية فورية,SA-3133
2025-12-29 16:37,2379.29,SA-1010,تحويل داخلي,BRH-009,تحويل راتب,SA-2161
2025-12-29 18:04,4388.62,SA-1017,حوالة دولية,BRH-002,تحويل عائلي,EXT-BANK-16
